password_reuse,password_strength,password_change_freq,mfa_usage,click_unknown_links,verify_sender,report_suspicious_email,past_phishing_victim,training_completion,training_engagement,device_type,public_wifi_usage,unknown_usb_usage,social_media_oversharing,screen_lock_habit,credential_sharing,department,risk_level
Never,Simple (name/birthdate/common word),Every 1-3 months,Always,Never,Sometimes,Report to IT/Security,,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Company-issued & managed,Rarely,,Never,Sometimes,Once,Sales & Marketing,Low
Never,Medium (word + numbers),Never,Never,"Yes, likely",Sometimes,Report to IT/Security,Once,"Yes, but over a year ago","Very seriously, apply what I learn",Personal device (BYOD),Rarely,"Yes, if it looks harmless",Never,Never,Occasionally,Operations,Moderate
Never,"Long & random (12+ chars, mixed)",Every 1-3 months,Never,Sometimes,Always,Ignore it,More than once,"Yes, but over a year ago",Skip when possible,Company-issued & managed,Never,"Yes, if it looks harmless",Never,Always,Never,Sales & Marketing,Low
Sometimes,Simple (name/birthdate/common word),Every 1-3 months,Always,Rarely,Sometimes,Ignore it,Once,"Yes, recently (within 6 months)",Attend but forget,Company-issued & managed,Never,Never,Never,Sometimes,Never,Finance,Low
Sometimes,Medium (word + numbers),Never,Never,Sometimes,Always,Ignore it,Once,"Yes, but over a year ago","Very seriously, apply what I learn",Shared/public device,Frequently,"Yes, if it looks harmless",Frequently,Always,Occasionally,Other,Moderate
Never,"Long & random (12+ chars, mixed)",Never,Never,Never,Sometimes,Open it to check,Once,Never,Skip when possible,Shared/public device,Frequently,"Yes, if it looks harmless",Never,Sometimes,Occasionally,Sales & Marketing,High
Never,"Long & random (12+ chars, mixed)",Every 6-12 months,Always,Never,Always,Ignore it,Never,"Yes, recently (within 6 months)",Skip when possible,Shared/public device,Rarely,Only after scanning it,Never,Never,Occasionally,Sales & Marketing,Low
Often,Simple (name/birthdate/common word),Never,Always,"Yes, likely",Never,Ignore it,Once,Never,"Very seriously, apply what I learn",Shared/public device,Never,"Yes, if it looks harmless",Frequently,Sometimes,Occasionally,HR,High
Always,Medium (word + numbers),Every 1-3 months,Sometimes,"Yes, likely",Always,Delete it,More than once,"Yes, recently (within 6 months)",Attend but forget,Shared/public device,Never,Only after scanning it,Occasionally,Sometimes,Never,Sales & Marketing,Low
Never,Simple (name/birthdate/common word),Every 1-3 months,Sometimes,Rarely,Sometimes,Open it to check,More than once,Never,Skip when possible,Shared/public device,Never,"Yes, if it looks harmless",Occasionally,Sometimes,Occasionally,Other,Moderate
Always,Medium (word + numbers),Never,Never,Never,Never,Ignore it,Never,"Yes, but over a year ago",Attend but forget,Shared/public device,Frequently,Only after scanning it,Frequently,,Occasionally,Operations,High
Never,"Long & random (12+ chars, mixed)",Every 6-12 months,Always,Never,Always,Report to IT/Security,Never,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Company-issued & managed,Never,Never,Never,Always,Never,HR,Low
Sometimes,Medium (word + numbers),Never,Never,Sometimes,Sometimes,Ignore it,More than once,"Yes, but over a year ago",Skip when possible,Company-issued & managed,Rarely,Never,Occasionally,Sometimes,Once,Other,Moderate
Never,Simple (name/birthdate/common word),Never,Sometimes,Sometimes,Sometimes,Report to IT/Security,Never,"Yes, recently (within 6 months)",Skip when possible,Shared/public device,Never,"Yes, if it looks harmless",Occasionally,Never,Once,Other,Moderate
Often,"Long & random (12+ chars, mixed)",Every 6-12 months,Always,Never,Sometimes,Ignore it,,"Yes, recently (within 6 months)",Skip when possible,Personal device (BYOD),Never,Never,Frequently,Never,Occasionally,IT,Moderate
Always,"Long & random (12+ chars, mixed)",Every 1-3 months,Always,Never,Always,Report to IT/Security,,"Yes, recently (within 6 months)",Attend but forget,Company-issued & managed,Rarely,Never,Never,Always,Once,Other,Low
Always,Simple (name/birthdate/common word),Never,Sometimes,Sometimes,Always,Open it to check,Never,"Yes, but over a year ago",Skip when possible,Personal device (BYOD),Never,Never,Never,Never,Occasionally,Sales & Marketing,Moderate
Often,Simple (name/birthdate/common word),Never,Sometimes,Rarely,Always,Open it to check,Never,Never,"Very seriously, apply what I learn",Personal device (BYOD),Never,Never,Frequently,Sometimes,Never,Operations,Moderate
Never,Medium (word + numbers),Never,Always,Never,Sometimes,Report to IT/Security,Once,"Yes, but over a year ago","Very seriously, apply what I learn",Company-issued & managed,Never,Never,Occasionally,Sometimes,Never,Finance,Low
Always,Simple (name/birthdate/common word),Every 1-3 months,Never,"Yes, likely",Never,Report to IT/Security,More than once,Never,Skip when possible,Shared/public device,Rarely,"Yes, if it looks harmless",Frequently,Never,Never,Operations,High
Never,Medium (word + numbers),Never,Never,Rarely,Sometimes,Open it to check,Once,"Yes, recently (within 6 months)",Skip when possible,Personal device (BYOD),Never,"Yes, if it looks harmless",Occasionally,Never,Never,Other,Moderate
Always,Simple (name/birthdate/common word),Every 6-12 months,Always,Rarely,Sometimes,Open it to check,Never,"Yes, recently (within 6 months)",Attend but forget,Company-issued & managed,Never,Never,Occasionally,Never,Never,Sales & Marketing,Low
Never,"Long & random (12+ chars, mixed)",Every 1-3 months,Always,Never,Always,Report to IT/Security,Never,"Yes, but over a year ago","Very seriously, apply what I learn",Company-issued & managed,Never,Never,Never,Always,Never,IT,Low
Often,"Long & random (12+ chars, mixed)",Never,Always,Rarely,Sometimes,Delete it,Once,"Yes, but over a year ago",Skip when possible,Shared/public device,Never,"Yes, if it looks harmless",Frequently,Sometimes,Never,Operations,Low
Always,Medium (word + numbers),Every 1-3 months,Always,Never,Always,Report to IT/Security,Never,"Yes, but over a year ago","Very seriously, apply what I learn",Company-issued & managed,Frequently,,Occasionally,Always,Never,Sales & Marketing,Low
Never,Medium (word + numbers),Never,Never,"Yes, likely",Never,Ignore it,Never,Never,Skip when possible,Shared/public device,Never,"Yes, if it looks harmless",Never,Sometimes,Never,IT,Moderate
Always,Simple (name/birthdate/common word),Every 6-12 months,Sometimes,Never,Sometimes,Report to IT/Security,Once,"Yes, but over a year ago","Very seriously, apply what I learn",Company-issued & managed,Frequently,Never,Never,Always,Never,Sales & Marketing,Low
Always,Medium (word + numbers),Never,Never,Never,Always,Ignore it,Never,Never,"Very seriously, apply what I learn",Company-issued & managed,Rarely,"Yes, if it looks harmless",Occasionally,Never,Occasionally,Finance,Moderate
Always,Simple (name/birthdate/common word),Never,Never,Sometimes,Never,,Never,Never,Skip when possible,Shared/public device,,"Yes, if it looks harmless",Occasionally,Never,Occasionally,IT,High
Sometimes,Medium (word + numbers),Never,Sometimes,Sometimes,Always,Open it to check,Never,"Yes, but over a year ago","Very seriously, apply what I learn",Personal device (BYOD),Frequently,Only after scanning it,Frequently,Sometimes,Occasionally,Sales & Marketing,High
Always,Simple (name/birthdate/common word),Never,Never,Sometimes,Never,Ignore it,More than once,Never,Skip when possible,Personal device (BYOD),Frequently,Only after scanning it,Frequently,Never,Occasionally,Operations,Severe
Always,Medium (word + numbers),Rarely,Never,Rarely,Never,Open it to check,More than once,Never,Skip when possible,Personal device (BYOD),Never,Never,Occasionally,Always,Never,IT,High
Never,"Long & random (12+ chars, mixed)",Rarely,Always,Never,Always,Report to IT/Security,Never,"Yes, but over a year ago","Very seriously, apply what I learn",Shared/public device,Rarely,Only after scanning it,Never,Sometimes,Occasionally,Finance,Low
Sometimes,"Long & random (12+ chars, mixed)",Every 6-12 months,Sometimes,Rarely,Never,Open it to check,More than once,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Company-issued & managed,Never,Never,Never,Never,Once,Other,Low
Sometimes,"Long & random (12+ chars, mixed)",Every 1-3 months,Always,Rarely,Never,Open it to check,Never,"Yes, but over a year ago","Very seriously, apply what I learn",Personal device (BYOD),Never,Never,Occasionally,Always,Never,Sales & Marketing,Low
Always,Simple (name/birthdate/common word),Never,Never,"Yes, likely",Sometimes,Delete it,More than once,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Shared/public device,Frequently,"Yes, if it looks harmless",Occasionally,Always,Occasionally,HR,High
Never,Medium (word + numbers),Never,Always,Never,Sometimes,Report to IT/Security,Never,Never,Skip when possible,Personal device (BYOD),Never,Never,Occasionally,Sometimes,Never,Sales & Marketing,Low
Never,Medium (word + numbers),Every 6-12 months,Sometimes,Sometimes,Never,Delete it,Once,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Company-issued & managed,Rarely,Only after scanning it,Frequently,Sometimes,Occasionally,Sales & Marketing,Moderate
Always,"Long & random (12+ chars, mixed)",Rarely,Never,Never,Never,Ignore it,More than once,"Yes, but over a year ago",Attend but forget,Personal device (BYOD),Never,Only after scanning it,Frequently,Sometimes,Never,Finance,High
Always,"Long & random (12+ chars, mixed)",Rarely,Always,Rarely,Sometimes,Report to IT/Security,More than once,Never,Attend but forget,Personal device (BYOD),Frequently,Never,Never,Sometimes,Once,Operations,Moderate
Often,Medium (word + numbers),Never,Never,"Yes, likely",Never,Ignore it,Never,"Yes, recently (within 6 months)",Skip when possible,Shared/public device,Frequently,Only after scanning it,Frequently,Never,Occasionally,Sales & Marketing,High
Always,Medium (word + numbers),Never,Never,Rarely,Sometimes,Ignore it,More than once,Never,Skip when possible,Personal device (BYOD),Frequently,"Yes, if it looks harmless",Frequently,Always,Once,Finance,Severe
Always,Simple (name/birthdate/common word),Never,Never,Sometimes,Sometimes,Ignore it,More than once,"Yes, but over a year ago",Skip when possible,Company-issued & managed,Frequently,"Yes, if it looks harmless",Frequently,Never,Once,Operations,High
Never,"Long & random (12+ chars, mixed)",Never,Always,Sometimes,Never,Delete it,Never,Never,Attend but forget,Shared/public device,Rarely,Never,Frequently,Always,Once,Sales & Marketing,Moderate
Always,Simple (name/birthdate/common word),Never,Always,"Yes, likely",Never,Open it to check,Once,"Yes, recently (within 6 months)",Skip when possible,Personal device (BYOD),Frequently,Only after scanning it,Frequently,Sometimes,Never,Sales & Marketing,High
Never,"Long & random (12+ chars, mixed)",,Always,Never,Always,Report to IT/Security,Never,"Yes, recently (within 6 months)",Skip when possible,Company-issued & managed,Rarely,Never,Never,,Never,Sales & Marketing,Low
Sometimes,"Long & random (12+ chars, mixed)",Every 1-3 months,Always,Never,Sometimes,Report to IT/Security,Never,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Personal device (BYOD),Rarely,Never,Frequently,Always,Never,Other,Low
Sometimes,"Long & random (12+ chars, mixed)",Every 6-12 months,Always,Rarely,Always,Delete it,Never,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Company-issued & managed,Frequently,Never,Never,Always,Never,Other,Low
Sometimes,"Long & random (12+ chars, mixed)",Never,Always,Never,Always,Delete it,More than once,Never,Attend but forget,Shared/public device,Never,Never,Never,Never,Once,IT,Moderate
Always,Simple (name/birthdate/common word),Every 6-12 months,Always,Sometimes,Never,Open it to check,More than once,"Yes, recently (within 6 months)",Skip when possible,Shared/public device,Rarely,,Never,Never,,Sales & Marketing,High
,"Long & random (12+ chars, mixed)",Rarely,Sometimes,Sometimes,Always,Delete it,Never,"Yes, but over a year ago",,Personal device (BYOD),Frequently,"Yes, if it looks harmless",Never,Sometimes,Once,Operations,Low
Never,"Long & random (12+ chars, mixed)",Every 1-3 months,Always,Never,Always,Report to IT/Security,More than once,"Yes, but over a year ago",Skip when possible,Personal device (BYOD),Frequently,Never,Occasionally,Sometimes,Once,Finance,Moderate
Often,Medium (word + numbers),Never,Sometimes,Rarely,Always,Ignore it,More than once,Never,"Very seriously, apply what I learn",Shared/public device,Frequently,Only after scanning it,Frequently,Never,Never,Finance,High
Often,"Long & random (12+ chars, mixed)",Never,Never,"Yes, likely",Always,Open it to check,Once,"Yes, but over a year ago","Very seriously, apply what I learn",Company-issued & managed,Frequently,"Yes, if it looks harmless",Never,Never,Never,Sales & Marketing,Moderate
Sometimes,Medium (word + numbers),Every 6-12 months,Never,Rarely,Sometimes,Report to IT/Security,More than once,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Shared/public device,Frequently,Never,Occasionally,Never,Once,Sales & Marketing,Moderate
Never,Medium (word + numbers),Every 1-3 months,Always,Sometimes,Never,Ignore it,Never,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Personal device (BYOD),Never,Never,Never,Sometimes,Occasionally,IT,Low
Never,Medium (word + numbers),Every 1-3 months,Always,Never,Sometimes,Ignore it,Never,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Personal device (BYOD),Never,Only after scanning it,Never,Always,Never,Operations,Low
Never,Simple (name/birthdate/common word),Every 6-12 months,Never,"Yes, likely",Never,Report to IT/Security,More than once,"Yes, recently (within 6 months)",Attend but forget,Shared/public device,Never,"Yes, if it looks harmless",Never,Always,Once,IT,Moderate
Always,"Long & random (12+ chars, mixed)",Never,Never,"Yes, likely",Never,Delete it,Once,Never,Skip when possible,Shared/public device,Frequently,"Yes, if it looks harmless",Frequently,Never,Occasionally,Sales & Marketing,Severe
Often,Medium (word + numbers),Rarely,Never,Rarely,Sometimes,Open it to check,More than once,"Yes, recently (within 6 months)",Skip when possible,Company-issued & managed,Never,Only after scanning it,Frequently,Never,Never,IT,Low
Never,Medium (word + numbers),Rarely,Sometimes,Sometimes,Sometimes,Delete it,Once,"Yes, but over a year ago","Very seriously, apply what I learn",Personal device (BYOD),Never,Never,Occasionally,Sometimes,Never,IT,Low
Always,Medium (word + numbers),Never,Never,Sometimes,Never,Open it to check,More than once,Never,"Very seriously, apply what I learn",Shared/public device,Frequently,"Yes, if it looks harmless",Never,Never,Occasionally,Operations,Severe
Sometimes,Medium (word + numbers),Rarely,Sometimes,Rarely,Never,Delete it,Once,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Company-issued & managed,Never,Never,Never,Never,Never,Sales & Marketing,Low
